age,sex,province,education,n
64,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
64,Female,Prince Edward Island,Less than high school diploma or its equivalent,2
64,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,2
64,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
64,Female,Quebec,"College, CEGEP or other non-university certificate or di...",16
64,Female,Quebec,High school diploma or a high school equivalency certificate,11
64,Female,Quebec,Less than high school diploma or its equivalent,10
64,Female,Quebec,University certificate or diploma below the bachelor's level,7
64,Female,Quebec,"University certificate, diploma or degree above the bach...",1
64,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",5
64,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
64,Female,Saskatchewan,Less than high school diploma or its equivalent,2
64,Female,Saskatchewan,University certificate or diploma below the bachelor's level,1
64,Male,Alberta,"College, CEGEP or other non-university certificate or di...",3
64,Male,Alberta,High school diploma or a high school equivalency certificate,4
64,Male,Alberta,Less than high school diploma or its equivalent,1
64,Male,Alberta,University certificate or diploma below the bachelor's level,2
64,Male,Alberta,"University certificate, diploma or degree above the bach...",3
64,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
64,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",3
64,Male,British Columbia,High school diploma or a high school equivalency certificate,3
64,Male,British Columbia,Less than high school diploma or its equivalent,3
64,Male,British Columbia,University certificate or diploma below the bachelor's level,7
64,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",1
64,Male,Manitoba,High school diploma or a high school equivalency certificate,4
64,Male,Manitoba,Less than high school diploma or its equivalent,4
64,Male,Manitoba,University certificate or diploma below the bachelor's level,3
64,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
64,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
64,Male,New Brunswick,High school diploma or a high school equivalency certificate,6
64,Male,New Brunswick,Less than high school diploma or its equivalent,2
64,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
64,Male,New Brunswick,"University certificate, diploma or degree above the bach...",3
64,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
64,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,7
64,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
64,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
64,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
64,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
64,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
64,Male,Nova Scotia,Less than high school diploma or its equivalent,3
64,Male,Nova Scotia,University certificate or diploma below the bachelor's level,4
64,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",9
64,Male,Ontario,"College, CEGEP or other non-university certificate or di...",12
64,Male,Ontario,High school diploma or a high school equivalency certificate,15
64,Male,Ontario,Less than high school diploma or its equivalent,6
64,Male,Ontario,University certificate or diploma below the bachelor's level,3
64,Male,Ontario,"University certificate, diploma or degree above the bach...",5
64,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
64,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
64,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
64,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
64,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,1
64,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
64,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
64,Male,Quebec,"College, CEGEP or other non-university certificate or di...",13
64,Male,Quebec,High school diploma or a high school equivalency certificate,6
64,Male,Quebec,Less than high school diploma or its equivalent,4
64,Male,Quebec,University certificate or diploma below the bachelor's level,2
64,Male,Quebec,"University certificate, diploma or degree above the bach...",2
64,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
64,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
64,Male,Saskatchewan,Less than high school diploma or its equivalent,3
64,Male,Saskatchewan,University certificate or diploma below the bachelor's level,2
64,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",1
65,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
65,Female,Alberta,"College, CEGEP or other non-university certificate or di...",3
65,Female,Alberta,High school diploma or a high school equivalency certificate,5
65,Female,Alberta,"University certificate, diploma or degree above the bach...",4
65,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",6
65,Female,British Columbia,High school diploma or a high school equivalency certificate,6
65,Female,British Columbia,Less than high school diploma or its equivalent,1
65,Female,British Columbia,University certificate or diploma below the bachelor's level,2
65,Female,British Columbia,"University certificate, diploma or degree above the bach...",2
65,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
65,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",4
65,Female,Manitoba,High school diploma or a high school equivalency certificate,3
65,Female,Manitoba,University certificate or diploma below the bachelor's level,1
65,Female,Manitoba,"University certificate, diploma or degree above the bach...",2
65,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
65,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
65,Female,New Brunswick,High school diploma or a high school equivalency certificate,6
65,Female,New Brunswick,Less than high school diploma or its equivalent,4
65,Female,New Brunswick,University certificate or diploma below the bachelor's level,2
65,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
65,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",4
65,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,9
65,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
65,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
65,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",3
65,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
65,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",4
65,Female,Nova Scotia,High school diploma or a high school equivalency certificate,6
65,Female,Nova Scotia,Less than high school diploma or its equivalent,3
65,Female,Nova Scotia,University certificate or diploma below the bachelor's level,2
65,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
65,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",14
65,Female,Ontario,"College, CEGEP or other non-university certificate or di...",11
65,Female,Ontario,High school diploma or a high school equivalency certificate,21
65,Female,Ontario,Less than high school diploma or its equivalent,11
65,Female,Ontario,University certificate or diploma below the bachelor's level,2
65,Female,Ontario,"University certificate, diploma or degree above the bach...",5
65,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",2
65,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
65,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
65,Female,Quebec,"College, CEGEP or other non-university certificate or di...",11
65,Female,Quebec,High school diploma or a high school equivalency certificate,8
65,Female,Quebec,Less than high school diploma or its equivalent,9
65,Female,Quebec,University certificate or diploma below the bachelor's level,6
65,Female,Quebec,"University certificate, diploma or degree above the bach...",1
65,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",4
65,Female,Saskatchewan,Less than high school diploma or its equivalent,2
65,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",1
65,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
65,Male,Alberta,University certificate or diploma below the bachelor's level,2
65,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
65,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",6
65,Male,British Columbia,High school diploma or a high school equivalency certificate,8
65,Male,British Columbia,Less than high school diploma or its equivalent,5
65,Male,British Columbia,University certificate or diploma below the bachelor's level,1
65,Male,British Columbia,"University certificate, diploma or degree above the bach...",2
65,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Male,Manitoba,High school diploma or a high school equivalency certificate,6
65,Male,Manitoba,Less than high school diploma or its equivalent,3
65,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
65,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",3
65,Male,New Brunswick,High school diploma or a high school equivalency certificate,9
65,Male,New Brunswick,Less than high school diploma or its equivalent,2
65,Male,New Brunswick,University certificate or diploma below the bachelor's level,1
65,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
65,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",2
65,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,4
65,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
65,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
65,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
65,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
65,Male,Nova Scotia,Less than high school diploma or its equivalent,5
65,Male,Nova Scotia,University certificate or diploma below the bachelor's level,3
65,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
65,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
65,Male,Ontario,"College, CEGEP or other non-university certificate or di...",11
65,Male,Ontario,High school diploma or a high school equivalency certificate,9
65,Male,Ontario,Less than high school diploma or its equivalent,1
65,Male,Ontario,University certificate or diploma below the bachelor's level,5
65,Male,Ontario,"University certificate, diploma or degree above the bach...",7
65,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
65,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",2
65,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
65,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,2
65,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
65,Male,Quebec,"College, CEGEP or other non-university certificate or di...",6
65,Male,Quebec,High school diploma or a high school equivalency certificate,9
65,Male,Quebec,Less than high school diploma or its equivalent,8
65,Male,Quebec,University certificate or diploma below the bachelor's level,4
65,Male,Quebec,"University certificate, diploma or degree above the bach...",1
65,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
65,Male,Saskatchewan,High school diploma or a high school equivalency certificate,5
65,Male,Saskatchewan,University certificate or diploma below the bachelor's level,6
65,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",3
66,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
66,Female,Alberta,"College, CEGEP or other non-university certificate or di...",1
66,Female,Alberta,High school diploma or a high school equivalency certificate,2
66,Female,Alberta,Less than high school diploma or its equivalent,2
66,Female,Alberta,University certificate or diploma below the bachelor's level,3
66,Female,Alberta,"University certificate, diploma or degree above the bach...",2
66,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
66,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",10
66,Female,British Columbia,High school diploma or a high school equivalency certificate,11
66,Female,British Columbia,Less than high school diploma or its equivalent,2
66,Female,British Columbia,University certificate or diploma below the bachelor's level,2
66,Female,British Columbia,"University certificate, diploma or degree above the bach...",4
66,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",3
66,Female,Manitoba,High school diploma or a high school equivalency certificate,8
66,Female,Manitoba,Less than high school diploma or its equivalent,1
66,Female,Manitoba,University certificate or diploma below the bachelor's level,2
66,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
66,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",5
66,Female,New Brunswick,High school diploma or a high school equivalency certificate,6
66,Female,New Brunswick,Less than high school diploma or its equivalent,3
66,Female,New Brunswick,University certificate or diploma below the bachelor's level,3
66,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
66,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",2
66,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,4
66,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
66,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
66,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
66,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
66,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",8
66,Female,Nova Scotia,High school diploma or a high school equivalency certificate,4
66,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",2
66,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",15
66,Female,Ontario,"College, CEGEP or other non-university certificate or di...",14
66,Female,Ontario,High school diploma or a high school equivalency certificate,15
66,Female,Ontario,Less than high school diploma or its equivalent,7
66,Female,Ontario,University certificate or diploma below the bachelor's level,2
66,Female,Ontario,"University certificate, diploma or degree above the bach...",9
66,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",2
66,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
66,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
66,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,3
66,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
66,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
66,Female,Quebec,"College, CEGEP or other non-university certificate or di...",10
66,Female,Quebec,High school diploma or a high school equivalency certificate,9
66,Female,Quebec,Less than high school diploma or its equivalent,16
66,Female,Quebec,University certificate or diploma below the bachelor's level,5
66,Female,Quebec,"University certificate, diploma or degree above the bach...",1
66,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
66,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
66,Female,Saskatchewan,High school diploma or a high school equivalency certificate,5
66,Female,Saskatchewan,University certificate or diploma below the bachelor's level,1
66,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
66,Male,Alberta,"College, CEGEP or other non-university certificate or di...",5
66,Male,Alberta,High school diploma or a high school equivalency certificate,2
66,Male,Alberta,Less than high school diploma or its equivalent,1
66,Male,Alberta,University certificate or diploma below the bachelor's level,3
66,Male,Alberta,"University certificate, diploma or degree above the bach...",3
66,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
66,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",5
66,Male,British Columbia,High school diploma or a high school equivalency certificate,7
66,Male,British Columbia,Less than high school diploma or its equivalent,2
66,Male,British Columbia,University certificate or diploma below the bachelor's level,5
66,Male,British Columbia,"University certificate, diploma or degree above the bach...",5
66,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",3
66,Male,Manitoba,High school diploma or a high school equivalency certificate,2
66,Male,Manitoba,Less than high school diploma or its equivalent,2
66,Male,Manitoba,University certificate or diploma below the bachelor's level,1
66,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
66,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
66,Male,New Brunswick,High school diploma or a high school equivalency certificate,4
66,Male,New Brunswick,Less than high school diploma or its equivalent,3
66,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
66,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
66,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
66,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",1
66,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
66,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
66,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
66,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
66,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
66,Male,Nova Scotia,High school diploma or a high school equivalency certificate,6
66,Male,Nova Scotia,University certificate or diploma below the bachelor's level,1
66,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",2
66,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
66,Male,Ontario,"College, CEGEP or other non-university certificate or di...",10
66,Male,Ontario,High school diploma or a high school equivalency certificate,13
66,Male,Ontario,Less than high school diploma or its equivalent,6
66,Male,Ontario,University certificate or diploma below the bachelor's level,12
66,Male,Ontario,"University certificate, diploma or degree above the bach...",11
66,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
66,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
66,Male,Prince Edward Island,Less than high school diploma or its equivalent,2
66,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,3
66,Male,Prince Edward Island,"University certificate, diploma or degree above the bach...",1
66,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
66,Male,Quebec,"College, CEGEP or other non-university certificate or di...",6
66,Male,Quebec,High school diploma or a high school equivalency certificate,8
66,Male,Quebec,Less than high school diploma or its equivalent,5
66,Male,Quebec,University certificate or diploma below the bachelor's level,3
66,Male,Quebec,"University certificate, diploma or degree above the bach...",6
66,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
66,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
66,Male,Saskatchewan,"University certificate, diploma or degree above the bach...",3
67,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
67,Female,Alberta,"College, CEGEP or other non-university certificate or di...",4
67,Female,Alberta,High school diploma or a high school equivalency certificate,3
67,Female,Alberta,Less than high school diploma or its equivalent,1
67,Female,Alberta,University certificate or diploma below the bachelor's level,2
67,Female,Alberta,"University certificate, diploma or degree above the bach...",1
67,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
67,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",5
67,Female,British Columbia,High school diploma or a high school equivalency certificate,5
67,Female,British Columbia,Less than high school diploma or its equivalent,1
67,Female,British Columbia,University certificate or diploma below the bachelor's level,3
67,Female,British Columbia,"University certificate, diploma or degree above the bach...",2
67,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
67,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",4
67,Female,Manitoba,High school diploma or a high school equivalency certificate,2
67,Female,Manitoba,Less than high school diploma or its equivalent,3
67,Female,Manitoba,University certificate or diploma below the bachelor's level,1
67,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
67,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",4
67,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
67,Female,New Brunswick,Less than high school diploma or its equivalent,4
67,Female,New Brunswick,University certificate or diploma below the bachelor's level,1
67,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
67,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
67,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
67,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,5
67,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
67,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
67,Female,Nova Scotia,High school diploma or a high school equivalency certificate,2
67,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
67,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
67,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",10
67,Female,Ontario,"College, CEGEP or other non-university certificate or di...",13
67,Female,Ontario,High school diploma or a high school equivalency certificate,20
67,Female,Ontario,Less than high school diploma or its equivalent,5
67,Female,Ontario,University certificate or diploma below the bachelor's level,4
67,Female,Ontario,"University certificate, diploma or degree above the bach...",8
67,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",5
67,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
67,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
67,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
67,Female,Quebec,"College, CEGEP or other non-university certificate or di...",12
67,Female,Quebec,High school diploma or a high school equivalency certificate,17
67,Female,Quebec,Less than high school diploma or its equivalent,7
67,Female,Quebec,University certificate or diploma below the bachelor's level,6
67,Female,Quebec,"University certificate, diploma or degree above the bach...",2
67,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",5
67,Female,Saskatchewan,High school diploma or a high school equivalency certificate,5
67,Female,Saskatchewan,Less than high school diploma or its equivalent,4
67,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",1
67,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Male,Alberta,"College, CEGEP or other non-university certificate or di...",1
67,Male,Alberta,High school diploma or a high school equivalency certificate,4
67,Male,Alberta,Less than high school diploma or its equivalent,2
67,Male,Alberta,University certificate or diploma below the bachelor's level,2
67,Male,Alberta,"University certificate, diploma or degree above the bach...",1
67,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
67,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",2
67,Male,British Columbia,High school diploma or a high school equivalency certificate,6
67,Male,British Columbia,Less than high school diploma or its equivalent,3
67,Male,British Columbia,University certificate or diploma below the bachelor's level,3
67,Male,British Columbia,"University certificate, diploma or degree above the bach...",1
67,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",2
67,Male,Manitoba,High school diploma or a high school equivalency certificate,3
67,Male,Manitoba,Less than high school diploma or its equivalent,1
67,Male,Manitoba,University certificate or diploma below the bachelor's level,2
67,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
67,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
67,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
67,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
67,Male,New Brunswick,Less than high school diploma or its equivalent,2
67,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
67,Male,New Brunswick,"University certificate, diploma or degree above the bach...",2
67,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
67,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,4
67,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
67,Male,Nova Scotia,Less than high school diploma or its equivalent,2
67,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",8
67,Male,Ontario,"College, CEGEP or other non-university certificate or di...",10
67,Male,Ontario,High school diploma or a high school equivalency certificate,13
67,Male,Ontario,Less than high school diploma or its equivalent,5
67,Male,Ontario,University certificate or diploma below the bachelor's level,5
67,Male,Ontario,"University certificate, diploma or degree above the bach...",2
67,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
67,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
67,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
67,Male,Prince Edward Island,Less than high school diploma or its equivalent,2
67,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,2
67,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
67,Male,Quebec,"College, CEGEP or other non-university certificate or di...",7
67,Male,Quebec,High school diploma or a high school equivalency certificate,8
67,Male,Quebec,Less than high school diploma or its equivalent,7
67,Male,Quebec,"University certificate, diploma or degree above the bach...",1
67,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
67,Male,Saskatchewan,Less than high school diploma or its equivalent,3
67,Male,Saskatchewan,University certificate or diploma below the bachelor's level,1
68,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Alberta,"College, CEGEP or other non-university certificate or di...",2
68,Female,Alberta,High school diploma or a high school equivalency certificate,7
68,Female,Alberta,Less than high school diploma or its equivalent,1
68,Female,Alberta,University certificate or diploma below the bachelor's level,3
68,Female,Alberta,"University certificate, diploma or degree above the bach...",1
68,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
68,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",6
68,Female,British Columbia,High school diploma or a high school equivalency certificate,8
68,Female,British Columbia,Less than high school diploma or its equivalent,4
68,Female,British Columbia,University certificate or diploma below the bachelor's level,2
68,Female,British Columbia,"University certificate, diploma or degree above the bach...",3
68,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",2
68,Female,Manitoba,High school diploma or a high school equivalency certificate,4
68,Female,Manitoba,Less than high school diploma or its equivalent,3
68,Female,Manitoba,University certificate or diploma below the bachelor's level,1
68,Female,Manitoba,"University certificate, diploma or degree above the bach...",1
68,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",6
68,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
68,Female,New Brunswick,Less than high school diploma or its equivalent,5
68,Female,New Brunswick,University certificate or diploma below the bachelor's level,2
68,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
68,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",4
68,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
68,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
68,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
68,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",2
68,Female,Nova Scotia,High school diploma or a high school equivalency certificate,6
68,Female,Nova Scotia,Less than high school diploma or its equivalent,3
68,Female,Nova Scotia,University certificate or diploma below the bachelor's level,2
68,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",3
68,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",9
68,Female,Ontario,"College, CEGEP or other non-university certificate or di...",10
68,Female,Ontario,High school diploma or a high school equivalency certificate,9
68,Female,Ontario,Less than high school diploma or its equivalent,11
68,Female,Ontario,University certificate or diploma below the bachelor's level,4
68,Female,Ontario,"University certificate, diploma or degree above the bach...",7
68,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
68,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
68,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
68,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,1
68,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",3
